;ModelName, PathName, MoveType, SolidType, Mass, Exploding, HitPoints, MinX, MinY, MinZ, MaxX, MaxY, MaxZ,GibType ,AnimSeq,seq0,seq1,seq2,seq3,seq4
jappot2, models/e4/d4_jppt2.dkm, none, bbox,300,0,20,-8,-8,-28,8,8,1,STONE,0,0,0,0,0,0
kendorack, models/e4/d4_kendo.dkm, none, bbox,300,0,20,-2,-31,-27,2,30,1,WOOD,0,0,0,0,0,0
lantern, models/e4/d4_lant.dkm, none, bbox,300,0,20,-9,-9,-27,9,9,15,WOOD,0,0,0,0,0,0
pipeend, models/e4/d4_pipe1.dkm, none, bbox,300,0,20,-5,-26,-24,5,22,2,METAL,0,0,0,0,0,0
pipend2, models/e4/d4_pipe2.dkm, none, bbox,300,0,20,-5,-18,-24,5,31,2,METAL,0,0,0,0,0,0
d4_cup, models/e4/d4_cup.dkm, none, bbox,300,0,20,-1,-4,-28,2,2,1,STONE,0,0,0,0,0,0
pot1, models/e4/d4_pan1.dkm, none, bbox,300,0,20,-17,-10,-27,17,10,1,STONE,0,0,0,0,0,0
pot3, models/e4/d4_pan2.dkm, none, bbox,300,0,20,-7,-6,-28,6,11,1,STONE,0,0,0,0,0,0
shitzu, models/e4/d4_fu.dkm, none, bbox,300,0,20,-16,-14,-29,16,14,26,STONE,0,0,0,0,0,0
pracswo, models/e4/d4_sword.dkm, none, bbox,300,0,20,-2,-1,-30,2,1,25,METAL,0,0,0,0,0,0
rock1, models/e4/d4_rock1.dkm, none, bbox,300,0,20,-2,-3,-28,3,3,1,STONE,0,0,0,0,0,0
samarmor, models/e4/d4_armor.dkm, none, bbox,300,0,20,-17,-16,-28,17,16,51,METAL,0,0,0,0,0,0
d4_gull, models/e4/d4_gull.dkm, none, bbox,300,0,20,-19,-60,-56,15,61,35,GIBS,2, 0~20, 20~60,0,0,0
sodacan, models/e4/d4_soda.dkm, none, bbox,300,0,20,-2,-2,-28,2,2,1,METAL,0,0,0,0,0,0
tray, models/e4/d4_tray.dkm, none, bbox,300,0,20,-9,-13,-27,9,15,1,METAL,0,0,0,0,0,0
banner1, models/e4/d4_banner.dkm, none, bbox,300,0,20,-1,-197,-28,1,197,23,WOOD,0,0,0,0,0,0
wires1, models/e4/d4_wires1.dkm, none, bbox,300,0,20,-28,-203,-31,10,203,20,METAL,0,0,0,0,0,0
trashcan, models/e4/d4_trashcan.dkm, none, bbox,300,0,20,-18,-17,-28,18,18,15,METAL,0,0,0,0,0,0
logs, models/e4/d4_log.dkm, none, bbox,300,0,20,-14,-13,-29,14,13,1,WOOD,0,0,0,0,0,0
Tosh, models/e4/Toshiro_ebihara_low.dkm, none, bbox,300,0,20,-12,-12,-24,12,12,32,GIBS,0,0,0,0,0,0


; Each line in this file contains data on the decos in the directories,,,,,,,,,,,,,,,,,,,
"; under this directory.  Comment lines begin with a "";"" and will be ignored.",,,,,,,,,,,,,,,,,,,
; The format of each line is:,,,,,,,,,,,,,,,,,,,
;         ModelName, PathName, MoveType, SolidType, Mass, Exploding, HitPoints, MinX, MinY, MinZ, MaxX, MaxY, MaxZ
;,,,,,,,,,,,,
"; ModelName- The name of the model.  This is the value given to the ""model"" tag",,,,,,,,,,,,
;            that was assigned when the entity was inserted into the map.,,,,,,,,,,,,
; PathName-  The path of the .dkm file," for example ""models/deco/e2/2shield1.dkm"".",,,,,,,,,,,
;            Do not include quotes.,,,,,,,,,,,,
"; MoveType-  Either ""toss"""," ""bounce"""," or ""none"".  Do not include quotes.",,,,,,,,,,
"; SolidType- Either ""bbox"" or ""not"".  Do not include quotes.",,,,,,,,,,,,
; Mass-      The mass of the deco.  1.0 is the same as player mass, 2.0 is twice ,,,,,,,,,,,
;            the player mass, etc.,,,,,,,,,,,
; Exploding- 1 if the deco can be destroyed, 0 if the deco can not be destroyed.,,,,,,,,,,,
; HitPoints- If the deco can be destroyed, this is the amount of damage it can take.,,,,,,,,,,,
;            If the Exploding field is 0, this field is ignored.,,,,,,,,,,,
; Min*,Max*- These fields specify the size of the object.,,,,,,,,,,,
; GibType   - Type of gibs this thing throws off when beaten down. ,,,,,,,,,,,,
";			  Valid settings are:  WOOD", GLASS, METAL, WHITE.... default value is 0 (which means it doesn't explode),,,,,,,,,
; AnimSeq   - Number of animation sequences this deco has.  For decos with only one frame ,
;             this should be zero..zilch.. nada!!!,
"; seq0-seq4 - frames or frame sequences of animation  use ""-"" for a set of frames use ""~"" to loop the frames",
;,
; render fx - 0 = default, 1 = translucent
; render fx - [if translucent, set alpha (0.0 - 1.0)]
